"id","prov","year","hcr","vars","domain_sizes","x"
"FORLI'","FC",2017,0.1265,0.000215326276,75,0.423714887720481
"RUBICONE","FC",2017,0.1399,0.00081450876816,10,0.375671690482281
"CARPI","MO",2017,0.106,0.000376282404,55,-0.121921354169698
"CASTELFRANCO EMILIA","MO",2017,0.0899,0.00032005567801,119,0.134939185584705
"MIRANDOLA","MO",2017,0.0945,0.000393824025,60,-0.0994854469899992
"MODENA","MO",2017,0.0805,0.000134374464,219,-0.0255914582249867
"PAVULLO NEL FRIGNANO","MO",2017,0.0923,0.00046250373481,65,-0.135399914502812
"SASSUOLO","MO",2017,0.103,0.000328624384,121,0.315466843452939
"VIGNOLA","MO",2017,0.0571,0.00015071245225,142,-0.360273144328069
"FIDENZA","PR",2017,0.083,0.000192127321,112,0.0560219969767836
"PARMA","PR",2017,0.1015,9.1030681e-05,227,0.237232622801843
"SUD EST","PR",2017,0.0704,0.000218566656,57,-0.34183749001938
"VALLI TARO E CENO","PR",2017,0.115,0.000846519025,10,0.0999723387352537
"CITTA' DI PIACENZA","PC",2017,0.132,0.000322274304,57,0.388317543082569
"LEVANTE","PC",2017,0.0936,0.00021594890304,130,0.109823168905065
"PONENTE","PC",2017,0.1081,0.00049108776025,10,0.0387337610479052
"FAENZA","RA",2017,0.1168,0.00035362050304,83,-0.208845324360591
"LUGO","RA",2017,0.1208,0.00045717281856,61,0.109805012930523
"RAVENNA","RA",2017,0.1028,0.000127870864,108,-0.663680927523836
"CASTELNUOVO NE' MONTI","RE",2017,0.1318,0.00071585142916,53,0.756781261860022
"CORREGGIO","RE",2017,0.1265,0.00049006890625,53,0.0195361393483792
"GUASTALLA","RE",2017,0.1198,0.00077248420096,10,-0.398233750012353
"MONTECCHIO","RE",2017,0.1085,0.00070662930625,10,0.473544192186228
"RE EMILIA","RE",2017,0.1289,0.00019379980944,173,0.300769017938078
"SCANDIANO","RE",2017,0.0944,0.000338854464,137,-0.267299975945512
"RICCIONE","RN",2017,0.1507,0.00081124141329,10,0.471712843359711
"RIMINI","RN",2017,0.1251,0.00021058653456,198,-0.0742734419470691
"CASALECCHIO DI RENO","BO",2018,0.078,0.000217326564,42,-0.165437240885397
"CITTA' DI BO","BO",2018,0.112,0.0001132096,285,-0.353222853092227
"IMOLA","BO",2018,0.062,0.0001615441,49,-0.309745154757127
"PIANURA EST","BO",2018,0.079,0.000199967881,190,-0.180170514107804
"PIANURA OVEST","BO",2018,0.073,0.000426794281,10,-0.028266409189802
"PORRETTA TERME","BO",2018,0.125,0.00093025,26,0.0814040202976059
"SAN LAZZARO DI SAVENA","BO",2018,0.068,0.000181279296,126,-0.370226807483212
"CENTRO-NORD","FE",2018,0.096,0.0001937664,144,-0.0686854060524204
"OVEST","FE",2018,0.086,0.000551216484,10,-0.116204993483378
"SUD-EST","FE",2018,0.125,0.000708890625,10,-0.00504591978477209
"CESENA - VALLE DEL SAVIO","FC",2018,0.104,0.0003125824,122,-0.427085047447104
"FORLI'","FC",2018,0.078,0.000182088036,75,-0.228601361299356
"RUBICONE","FC",2018,0.14,0.0009229444,10,0.279985729291471
"CARPI","MO",2018,0.122,0.000466300836,55,0.371411256628082
"CASTELFRANCO EMILIA","MO",2018,0.075,0.00023409,119,0.214379197565193
"MIRANDOLA","MO",2018,0.09,0.0003884841,60,-0.365353016716074
"MODENA","MO",2018,0.087,0.000131882256,219,0.101199671865895
"PAVULLO NEL FRIGNANO","MO",2018,0.104,0.000504631296,65,0.314861565400791
"SASSUOLO","MO",2018,0.076,0.0002085136,121,-0.159726169794872
"VIGNOLA","MO",2018,0.046,0.000135443044,142,-0.643704954503897
"FIDENZA","PR",2018,0.11,0.00034969,112,0.202658978103031
"PARMA","PR",2018,0.116,0.000124010496,227,0.490106692042301
"SUD EST","PR",2018,0.064,0.000233967616,57,-0.194068266558854
"VALLI TARO E CENO","PR",2018,0.128,0.001040449536,10,0.302849929581236
"CITTA' DI PIACENZA","PC",2018,0.091,0.000220017889,57,0.311634775035922
"LEVANTE","PC",2018,0.122,0.000267257104,130,0.173505739901684
"PONENTE","PC",2018,0.109,0.000518973961,10,-0.614055636304135
"FAENZA","RA",2018,0.101,0.000312405625,83,0.143775291093586
"LUGO","RA",2018,0.11,0.00034969,61,0.286558082948861
"RAVENNA","RA",2018,0.099,0.000108056025,108,0.00195938552742088
"CASTELNUOVO NE' MONTI","RE",2018,0.133,0.000560458276,53,0.589051433337252
"CORREGGIO","RE",2018,0.134,0.000568917904,53,0.441348863646073
"GUASTALLA","RE",2018,0.116,0.000663165504,10,-0.130010296758475
"MONTECCHIO","RE",2018,0.108,0.000606341376,10,0.288640585785531
"RE EMILIA","RE",2018,0.122,0.000142945936,173,0.221073578476165
"SCANDIANO","RE",2018,0.123,0.000416894724,137,-0.0777796780165919
"RICCIONE","RN",2018,0.131,0.000632623104,10,0.169951700439503
"RIMINI","RN",2018,0.111,0.000165791376,198,-0.186605785597441
